ObjectID *,Shape *,Type,Title,Issuance Date,Year,Cancellation Date,Cause,Count,Monitoring Station,Location Name,Statewide,Island,Island Wide,County,Advisement,Volume_gallons,Status,Latitude,Longitude
105,Point,Sewage Spill,"Wastewater Discharge at Corner of Lunalillo Home Road and Kalakua Street, O‘ahu",7/17/2018 8:24,2018,7/24/2018 21:46,Unconfirmed,<Null>,<Null>,Corner of Lunalillo Home Road and Kalakua Street,No,Oahu,No,Honolulu,"As a precaution, the public is advised to stay out of the waters of Kuapa Pond from The Peninsula at Hawaii Kai Road and Kaumakani Street, due to the possibility of wastewater discharge entering the waters. Wastewater from a manhole on the corner of Lunalillo Home Road and Kalakua Street flowed into a nearby storm drain which empties into Kuapa Pond. However at this time it is unclear if the discharge reached the Pond waters.

Location of spill: Corner of Lunalillo Home Road and Kalakua Street
Affected waters: Kuapa Pond between The Peninsula at Hawaii Kai road and Kaumakani Street
Volume: unknown
Time of spill discovery: approximately 7:30 pm
Status of spill: stopped
Warning signs: posted by East Honolulu Wastewater Treatment Plant

Warning signs are being posted and water samples have been collected. The public is advised to remain out of these waters until the warning signs have been removed.",,Closed,21.28384,-157.69917
106,Point,Sewage Spill,"Wastewater Discharge at 94-330 Mokuola Street, Waipahu, O‘ahu",7/6/2018 0:20,2018,7/10/2018 1:46,Unconfirmed,<Null>,<Null>,"94-330 Mokuola Street, Waipahu",No,Oahu,No,Honolulu,"The public is advised to stay out of waters of the canal in back of the Waipahu Recreation Center. to the mouth of the canal at Pearl Harbor. 

Location: 94-330 Mokuola Street
Volume: est Total 5,625 gallons, 500 gallons recovered
Affected waters: est 5,125 gallons entered into a culvert leading to a canal behind the Waipahu Recreational Center, which leads to Pearl Harbor.
Spill status: Discharge stoped
Warning signs: Yes. Posted from Waipahu Recreation Center to the Ted Makalena Golf Course

The public is advised to remain out of these waters until the warning signs have been removed.",5625,Closed,21.38602,-158.00439
107,Point,Sewage Spill,"Wastewater Discharge at 94-1060 Waipahu Street, O‘ahu",5/28/2018 0:56,2018,6/1/2018 19:09,Debris from nearby construction,<Null>,<Null>,94-1060 Waipahu Street,No,Oahu,No,Honolulu,"The public is advised to stay out of waters of the canal in back of the Waipahu Recreation Center. CWB was notified of a wastewater discharge at 94-1060 Waipahu Street, which is believed to have been caused by debris from nearby construction. Approximately 5,560 gallons flowed from the property, entered a storm drain fronting the property and likely entered the canal behind the Waipahu Recreation Center. The discharge has been stopped and the area was cleaned, disinfected, and deodorized at approximately 1:30 pm. Signs have been posted from the Waipahu Recreation Center to the Ted Makalena Golf Course and samples will be collected.",5560,Closed,21.39044,-158.005
108,Point,Sewage Spill,"Wastewater Discharge at 67-292 Goodale Avenue, Waialua, O‘ahu",5/18/2018 2:38,2018,5/22/2018 19:25,Unconfirmed,<Null>,<Null>,"67-292 Goodale Avenue, Waialua",No,Oahu,No,Honolulu,"The public is advised to stay out of the waters of Kiikii Stream near the Waialua Shopping Center and Kaiaka Bay. CWB was notified at 8:00 am of a septic tank overflow from the Waialua Shopping Center at 67-292 Goodale Avenue. An unknown volume was discharged and flowed from the property into a storm drain on Nauahi Street that enters ditches owned by Dole Foods, which then enters Kiikii Stream and empties into Kaiaka Bay. The water to the property was shut off at approximately 9:00 am. The discharge was stopped and the area around the establishment and the storm drain was cleaned and disinfected by approximately 11:00 am. The point of entry into Kiikii Stream is on private property is inaccessible. The public is advised to remain out of these waters until this advisory is no longer in effect.",,Closed,21.57388,-158.12155
109,Point,Sewage Spill,"Wastewater Discharge at 1602 Nu'uanu Avenue, O‘ahu",5/9/2018 0:22,2018,5/12/2018 2:25,Unconfirmed,<Null>,<Null>,1602 Nu'uanu Avenue,No,Oahu,No,Honolulu,The public is advised to stay our of the waters of Nu'uanu Stream from S. School Street to Ala Moana Boulevard. CWB was notified  of a private wastewater discharge from 1602 Nu'uanu Avenue. The estimated 100 gallons flowed into a nearby storm drain which empties into Nu'uanu Stream. The discharge has been stopped.  The public is advised to remain out of these waters until this advisory is removed.,100,Closed,21.31705,-157.85601
110,Point,Sewage Spill,"Wastewater Discharge near Hillside Terrace Four near Kaahumanu Street, O‘ahu",3/21/2018 16:37,2018,3/24/2018 0:02,Clogged pipe,<Null>,<Null>,"Hillside Terrace Four near Kaahumanu St, Waimalu",No,Oahu,No,Honolulu,"The public is advised to stay out of the waters of Waimalu Stream from below  the H1 freeway,  to the shoreline of Pearl Harbor fronting Neil Blaisdell Park and Harbor Center. CWB was notified by the State Operator of a wastewater discharge from a manhole near the Hillside Terrace townhomes near Kaahumanu Street. The estimated 13,000 gallon discharge flowed through undeveloped brush covered land and into Waimalu stream, which empties into Pearl Harbor. The  discharge has been stopped.  Warning signs have been posted and water samples have been collected. The public is advised to remain out of these waters until the signs have been removed.",13000,Closed,21.385805,-157.952721
111,Point,Sewage Spill,"Wastewater Discharge at Kawa Stream and Kaneohe Bay, O‘ahu",2/21/2018 21:16,2018,2/26/2018 10:00,Unconfirmed,<Null>,<Null>,Kawa Stream and Kaneohe Bay,No,Oahu,No,Honolulu,"This is an update of affected areas for the 2/18/18 wastewater spills for Kaneohe Bay. Updated information from the City and County of Honolulu indicates that the 45-1072 Grotter Road and Kaneohe PTF wastewater spills entered into Kaneohe Bay in the same areas. Kea'ahala Stream is NOT affected by the discharge as previously thought.  Please see the below link for an updated map.

The public is advised to stay out of the waters of Kawa Stream near the Kaneohe Pre-treatment Facility and Kaneohe Bay from Kaneohe Bay Drive to Heeia Pier. CWB was notified by the City and County oh Honolulu of a wastewater discharge from 2 manholes located at the Kaneohe Pre-treatment Facility. The estimated 6.5 million gallon discharge entered into Kawa Stream which empties into Kaneohe Bay.  Warning signs have been posted.  The public is advised to remain out of these waters until this advisory has been removed.  For more information, please click on the following link.  https://eha-cloud.doh.hawaii.gov/cwb/#!/landing",,Closed,21.41709,-157.7988
112,Point,Sewage Spill,"Wastewater Discharge at UPDATE Kea'ahala Stream and Kaneohe Bay, O‘ahu",2/21/2018 21:10,2018,2/26/2018 21:10,Unconfirmed,<Null>,<Null>,UPDATE Kea'ahala Stream and Kaneohe Bay,No,Oahu,No,Honolulu,"This is an update to this advisory. Kea'ahla Stream is NOT affected as previously indicated. Please refer to the updated text below and follow the link below for an updated map.

The public is advised to stay out of the waters of Kaneohe Bay from Bayside Place to Mikiola Drive.  CWB was notified by the City and County of Honolulu of a wastewater discharge from 2 manholes near 45-1072 Grotte Road. The estimated 1200 gallon discharge entered into storm drains which enter Kaneohe Bay near Kaneohe Beach Park.  The public is advised to remain out of these waters until this warning has been removed.  As a reminder the entire island of Oahu is under a brown water advisory. Please click on this link for more information. https://eha-cloud.doh.hawaii.gov/cwb/#!/landing",1200,Closed,21.41709,-157.7988
113,Point,Sewage Spill,"Wastewater Discharge at Kaelepulu Stream and Kailua Beach, O‘ahu",2/21/2018 10:00,2018,2/23/2018 10:00,Unconfirmed,<Null>,<Null>,Kaelepulu Stream and Kailua Beach,No,Oahu,No,Honolulu,"The public is advised to stay out of Kaelepulu Stream near Kawailoa Road, and the coastal waters fronting Kailua Beach Park.  CWB was notified by the City and County of Honolulu of a wastewater discharge from a manhole fronting 137 Popoia Road.  The estimated >30,000 gallon discharge entered into nearby Kaelepulu Stream which empties into Kailua Beach. The discharge is ongoing and City crews are currently working on repairs. Warning signs will be posted i the morning. The public is advised to remain out of these waters until this advisory has been removed.  As a reminder, the entire island of Oahu is currently under a brown water advisory due to the heavy rains.  More information can be found at the following link. https://eha-cloud.doh.hawaii.gov/cwb/#!/landing",30000,Closed,21.39544,-157.72703
114,Point,Sewage Spill,"Wastewater Discharge at Kaelepulu Stream and Kailua Beach, O‘ahu",2/19/2018 8:13,2018,2/21/2018 10:00,Heavy rain,<Null>,<Null>,Kaelepulu Stream and Kailua Beach,No,Oahu,No,Honolulu,"The public is advised to stay out of Kaelepulu Stream near Kawailoa Road, and the coastal waters fronting Kailua Beach Park.  CWB was notified by the City and County of Honolulu of a wastewater discharge from a manhole fronting 137 Popoia Road.  The estimated >30,000 gallon discharge entered into nearby Kaelepulu Stream which empties into Kailua Beach. The discharge is ongoing and City crews are currently working on repairs. Warning signs will be posted i the morning. The public is advised to remain out of these waters until this advisory has been removed.  As a reminder, the entire island of Oahu is currently under a brown water advisory due to the heavy rains.  More information can be found at the following link. https://eha-cloud.doh.hawaii.gov/cwb/#!/landing",30000,Closed,21.39544,-157.72703
115,Point,Sewage Spill,"Wastewater Discharge at Kawa Stream and Kaneohe Bay, O‘ahu",2/19/2018 6:30,2018,2/21/2018 10:00,Heavy Rain,<Null>,<Null>,Kawa Stream and Kaneohe Bay,No,Oahu,No,Honolulu,"This is an update of affected areas for the 2/18/18 wastewater spills for Kaneohe Bay. Updated information from the City and County of Honolulu indicates that the 45-1072 Grotter Road and Kaneohe PTF wastewater spills entered into Kaneohe Bay in the same areas. Kea'ahala Stream is NOT affected by the discharge as previously thought.  Please see the below link for an updated map.

The public is advised to stay out of the waters of Kawa Stream near the Kaneohe Pre-treatment Facility and Kaneohe Bay from Kaneohe Bay Drive to Heeia Pier. CWB was notified by the City and County oh Honolulu of a wastewater discharge from 2 manholes located at the Kaneohe Pre-treatment Facility. The estimated 6.5 million gallon discharge entered into Kawa Stream which empties into Kaneohe Bay.  Warning signs have been posted.  The public is advised to remain out of these waters until this advisory has been removed.  For more information, please click on the following link.  https://eha-cloud.doh.hawaii.gov/cwb/#!/landing",6500000,Closed,21.41709,-157.7988
116,Point,Sewage Spill,"Wastewater Discharge at Kea'ahala Stream and Kaneohe Bay, O‘ahu",2/19/2018 6:03,2018,2/21/2018 10:00,Heavy rains,<Null>,<Null>,UPDATE  Kea'ahala Stream and Kaneohe Bay,No,Oahu,No,Honolulu,"This is an update to this advisory. Kea'ahla Stream is NOT affected as previously indicated. Please refer to the updated text below and follow the link below for an updated map.

The public is advised to stay out of the waters of Kaneohe Bay from Bayside Place to Mikiola Drive.  CWB was notified by the City and County of Honolulu of a wastewater discharge from 2 manholes near 45-1072 Grotte Road. The estimated 1200 gallon discharge entered into storm drains which enter Kaneohe Bay near Kaneohe Beach Park.  The public is advised to remain out of these waters until this warning has been removed.  As a reminder the entire island of Oahu is under a brown water advisory. Please click on this link for more information. https://eha-cloud.doh.hawaii.gov/cwb/#!/landing",1200,Closed,21.41709,-157.7988
117,Point,Sewage Spill,"Wastewater Discharge at Drainage ditch near Waianae Mall, O‘ahu",2/9/2018 0:19,2018,2/14/2018 2:15,Damaged sewer pipe,<Null>,<Null>,Drainage ditch near Waianae Mall,No,Oahu,No,Honolulu,"The Hawaii Department of Health (DOH) is warning the public stay out of sewage contaminated water that has collected in a drainage ditch located in a residential area near Waianae Mall that terminates at the Lualualei Beach Park. Warning signs have been posted on either end of the drainage ditch.  The warning signs are posted on the West side of the drainage ditch within the Lualualei Beach Park and on Farrington Hwy.

The public is advised to avoid contact with the water within the drainage ditch as it is a mixture of sewage and storm water. The discharge is not believed to have reached coastal waters.

The DOH Clean Water Branch began investigating a sewage spill from a private commercial property located along Farrington Hwy., across from Ala Poko St. in Waianae Mall on Feb. 6, 2018. It is estimated the spill may have involved more than 10,000 gallons of raw sewage discharged from a damaged sewer pipe. The sewage flowed from the broken lateral onto Farrington Highway before collecting in a drainage ditch that ends at the Lualualei Beach Park. 

The Clean Water Branch has notified the owners of the damaged sewage lateral who are required to remove contaminated water from the drainage ditch to prevent further damage to the environment and risk to human health. The Clean Water Branch is continuing to monitor the area and investigate the cause of the sewage spill. 

The DOH Clean Water Branch responds to sewage spills which reach state waters. The Clean Water Branch protects public health and the environment by prohibiting discharges which impair water quality, keeping Hawaii’s waters fishable and swimmable for everyone. Owners and operators of wastewater systems must comply with environmental regulations that are in place to protect the public. Failure to do results in legal action by the state, federal partners and/or private citizens.",10000,Closed,21.43738,-158.18507
118,Point,Sewage Spill,"Wastewater Discharge at Unnamed Stream south of Temple Beach Park, O‘ahu",1/12/2018 23:32,2018,1/14/2018 1:33,Unconfirmed,<Null>,<Null>,Unnamed Stream south of Temple Beach Park,No,Oahu,No,Honolulu,"THIS IS AN UPDATE TO THE TEMPLE BEACH PARK ADVISORY

Further investigation has indicated that coastal waters near Temple Beach Park were NOT REACHED by the wastewater discharge on 1/11/2018.  

The public is advised to stay out of the unnamed stream from the Foodland parking lot, to the end of the stream located at the end of Laie Beach, at Laie Point,   Oahu. CWB was notified by the City and County of Honolulu of a wastewater discharge from a manhole fronting 55-421 Nanilloa Loop. Debris and diapers plugged the sewer pipe causing an estimated 1,500 gallons to flow into a storm drain fronting 55-431 Naniloa Loop. The City and County Department of Environmental Services was able to recover 1,175 gallons with a cesspool truck with 150 gallons dissipating into the ground. The remaining 175 gallons entered a storm drain that discharges into the stream. Warning signs have been posted and water samples were collected. The public is advised to remain out of these waters until the signs have been removed.

For more information please follow this link: https://eha-cloud.doh.hawaii.gov/cwb/#!/home",1500,Closed,21.64415,-157.92123
